,p2psockets,p2psockets-core,1.1.2,2005-09-20 05:50     28926,,https://repo1.maven.org/maven2/p2psockets/p2psockets-core/1.1.2/p2psockets-core-1.1.2.jar
,pl.wendigo,chrome-reactive-kotlin,0.0.2,2017-03-11 18:37   1134524,,https://repo1.maven.org/maven2/pl/wendigo/chrome-reactive-kotlin/0.0.2/chrome-reactive-kotlin-0.0.2.jar
,pl.wendigo,chrome-reactive-kotlin,0.0.11,2017-03-27 17:15   1150440,,https://repo1.maven.org/maven2/pl/wendigo/chrome-reactive-kotlin/0.0.11/chrome-reactive-kotlin-0.0.11.jar
,pl.wendigo,chrome-reactive-kotlin,0.0.10,2017-03-18 10:32   1140955,,https://repo1.maven.org/maven2/pl/wendigo/chrome-reactive-kotlin/0.0.10/chrome-reactive-kotlin-0.0.10.jar
,pl.wendigo,chrome-reactive-kotlin,0.0.1,2017-03-11 10:06   1081665,,https://repo1.maven.org/maven2/pl/wendigo/chrome-reactive-kotlin/0.0.1/chrome-reactive-kotlin-0.0.1.jar
,pl.waw.michal.maven.plugin,javabean-test-generator-maven-plugin,1.0.4,2016-09-01 19:23     31898,,https://repo1.maven.org/maven2/pl/waw/michal/maven/plugin/javabean-test-generator-maven-plugin/1.0.4/javabean-test-generator-maven-plugin-1.0.4.jar
,pl.waw.michal.maven.plugin,javabean-test-generator-maven-plugin,1.0.3,2016-08-31 20:16     31835,,https://repo1.maven.org/maven2/pl/waw/michal/maven/plugin/javabean-test-generator-maven-plugin/1.0.3/javabean-test-generator-maven-plugin-1.0.3.jar
,pl.waw.michal.maven.plugin,javabean-test-generator-maven-plugin,1.0.2,2016-08-07 21:31     32773,,https://repo1.maven.org/maven2/pl/waw/michal/maven/plugin/javabean-test-generator-maven-plugin/1.0.2/javabean-test-generator-maven-plugin-1.0.2.jar
,pl.waw.michal.maven.plugin,javabean-test-generator-maven-plugin,1.0.1,2016-08-03 05:56     31276,,https://repo1.maven.org/maven2/pl/waw/michal/maven/plugin/javabean-test-generator-maven-plugin/1.0.1/javabean-test-generator-maven-plugin-1.0.1.jar
,pl.waw.michal.maven.plugin,javabean-test-generator-maven-plugin,1.0.0,2016-07-20 19:30     30491,,https://repo1.maven.org/maven2/pl/waw/michal/maven/plugin/javabean-test-generator-maven-plugin/1.0.0/javabean-test-generator-maven-plugin-1.0.0.jar
,pl.wavesoftware,wfirma-api2-sdk,0.1.0,2015-11-24 18:28     99888,,https://repo1.maven.org/maven2/pl/wavesoftware/wfirma-api2-sdk/0.1.0/wfirma-api2-sdk-0.1.0.jar
,pl.wavesoftware.webjars,thejit,2.0.1.53,2016-03-14 23:16    105543,,https://repo1.maven.org/maven2/pl/wavesoftware/webjars/thejit/2.0.1.53/thejit-2.0.1.53.jar
,pl.wavesoftware.webjars,sammy,0.7.4.6,2016-03-15 00:03    122809,,https://repo1.maven.org/maven2/pl/wavesoftware/webjars/sammy/0.7.4.6/sammy-0.7.4.6.jar
,pl.wavesoftware.utils,stringify-object,2.0.0,2019-08-10 10:26     94269,,https://repo1.maven.org/maven2/pl/wavesoftware/utils/stringify-object/2.0.0/stringify-object-2.0.0.jar
,pl.wavesoftware.utils,stringify-object,1.0.2,2018-04-30 18:43     44536,,https://repo1.maven.org/maven2/pl/wavesoftware/utils/stringify-object/1.0.2/stringify-object-1.0.2.jar
,pl.wavesoftware.utils,stringify-object,1.0.1,2018-04-30 10:51     44582,,https://repo1.maven.org/maven2/pl/wavesoftware/utils/stringify-object/1.0.1/stringify-object-1.0.1.jar
,pl.wavesoftware.utils,stringify-object,1.0.0,2018-04-28 19:05     39217,,https://repo1.maven.org/maven2/pl/wavesoftware/utils/stringify-object/1.0.0/stringify-object-1.0.0.jar
,pl.wavesoftware.utils,stringify-object,0.1.0,2018-04-20 20:14     26756,,https://repo1.maven.org/maven2/pl/wavesoftware/utils/stringify-object/0.1.0/stringify-object-0.1.0.jar
,pl.wavesoftware.utils,mapstruct-jpa,0.1.0,2018-05-07 18:25     33473,,https://repo1.maven.org/maven2/pl/wavesoftware/utils/mapstruct-jpa/0.1.0/mapstruct-jpa-0.1.0.jar
,pl.wavesoftware.testing,log4j2,1.1.0,2023-03-19 03:02     16839,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/log4j2/1.1.0/log4j2-1.1.0.jar
,pl.wavesoftware.testing,log4j2,1.0.0,2019-05-25 00:54     16829,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/log4j2/1.0.0/log4j2-1.0.0.jar
,pl.wavesoftware.testing,junit5-starter,1.1.0,2023-03-19 03:02      1882,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/junit5-starter/1.1.0/junit5-starter-1.1.0.jar
,pl.wavesoftware.testing,junit5-starter,1.0.0,2019-05-25 00:55      1970,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/junit5-starter/1.0.0/junit5-starter-1.0.0.jar
,pl.wavesoftware.testing.examples,spring,1.1.0,2023-03-19 03:02      3255,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/examples/spring/1.1.0/spring-1.1.0.jar
,pl.wavesoftware.testing.examples,spring,1.0.0,2019-05-25 00:55      3362,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/examples/spring/1.0.0/spring-1.0.0.jar
,pl.wavesoftware.testing,ansi,1.1.0,2023-03-19 03:02     11422,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/ansi/1.1.0/ansi-1.1.0.jar
,pl.wavesoftware.testing,ansi,1.0.0,2019-05-25 00:54     11172,,https://repo1.maven.org/maven2/pl/wavesoftware/testing/ansi/1.0.0/ansi-1.0.0.jar
,pl.wavesoftware.sampler,sampler-spring,1.1.0,2023-03-19 19:19     11209,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-spring/1.1.0/sampler-spring-1.1.0.jar
,pl.wavesoftware.sampler,sampler-spring,1.0.0,2019-05-27 20:26     10939,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-spring/1.0.0/sampler-spring-1.0.0.jar
,pl.wavesoftware.sampler,sampler-example-model,1.1.0,2023-03-19 19:19     11002,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-example-model/1.1.0/sampler-example-model-1.1.0.jar
,pl.wavesoftware.sampler,sampler-example-model,1.0.0,2019-05-27 20:25      9580,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-example-model/1.0.0/sampler-example-model-1.0.0.jar
,pl.wavesoftware.sampler,sampler-core,1.1.0,2023-03-19 19:19     16499,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-core/1.1.0/sampler-core-1.1.0.jar
,pl.wavesoftware.sampler,sampler-core,1.0.0,2019-05-27 20:26     14102,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-core/1.0.0/sampler-core-1.0.0.jar
,pl.wavesoftware.sampler,sampler-api,1.1.0,2023-03-19 19:19      4245,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-api/1.1.0/sampler-api-1.1.0.jar
,pl.wavesoftware.sampler,sampler-api,1.0.0,2019-05-27 20:25      4280,,https://repo1.maven.org/maven2/pl/wavesoftware/sampler/sampler-api/1.0.0/sampler-api-1.0.0.jar
,pl.wavesoftware,preferences-hiera,0.3.2,2014-01-25 12:03     14917,,https://repo1.maven.org/maven2/pl/wavesoftware/preferences-hiera/0.3.2/preferences-hiera-0.3.2.jar
,pl.wavesoftware,preferences-hiera,0.3.1,2014-01-22 20:40     13694,,https://repo1.maven.org/maven2/pl/wavesoftware/preferences-hiera/0.3.1/preferences-hiera-0.3.1.jar
,pl.wavesoftware,preferences-hiera,0.3.0,2014-01-10 21:53     13645,,https://repo1.maven.org/maven2/pl/wavesoftware/preferences-hiera/0.3.0/preferences-hiera-0.3.0.jar
,pl.wavesoftware,preferences-hiera,0.2.0,2014-01-05 18:57      9121,,https://repo1.maven.org/maven2/pl/wavesoftware/preferences-hiera/0.2.0/preferences-hiera-0.2.0.jar
,pl.wavesoftware,preferences-hiera,0.1.0,2013-06-10 19:13      7865,,https://repo1.maven.org/maven2/pl/wavesoftware/preferences-hiera/0.1.0/preferences-hiera-0.1.0.jar
,pl.wavesoftware,netbeans-eid-generator,0.4.0,2015-12-01 11:23     29464,,https://repo1.maven.org/maven2/pl/wavesoftware/netbeans-eid-generator/0.4.0/netbeans-eid-generator-0.4.0.jar
,pl.wavesoftware,netbeans-eid-generator,0.2.0,2014-02-18 20:02     11546,,https://repo1.maven.org/maven2/pl/wavesoftware/netbeans-eid-generator/0.2.0/netbeans-eid-generator-0.2.0.jar
,pl.wavesoftware,jmh-junit-utilities,2.0.0,2019-07-04 23:52      9179,,https://repo1.maven.org/maven2/pl/wavesoftware/jmh-junit-utilities/2.0.0/jmh-junit-utilities-2.0.0.jar
,pl.wavesoftware,jmh-junit-utilities,1.0.0,2016-03-31 15:28     10449,,https://repo1.maven.org/maven2/pl/wavesoftware/jmh-junit-utilities/1.0.0/jmh-junit-utilities-1.0.0.jar
,pl.wavesoftware,jhttps-checker,0.8.0,2015-07-10 23:01     24116,,https://repo1.maven.org/maven2/pl/wavesoftware/jhttps-checker/0.8.0/jhttps-checker-0.8.0.jar
,pl.wavesoftware,jhttps-checker,0.8.0,2015-07-10 23:01   2334766,,https://repo1.maven.org/maven2/pl/wavesoftware/jhttps-checker/0.8.0/jhttps-checker-0.8.0-jar-with-dependencies.jar
,pl.wavesoftware,glassfish-console-maven-plugin,0.1.0,2014-05-14 19:30     11726,,https://repo1.maven.org/maven2/pl/wavesoftware/glassfish-console-maven-plugin/0.1.0/glassfish-console-maven-plugin-0.1.0.jar
,pl.wavesoftware,gasper,1.0.0,2016-03-06 19:45     24097,,https://repo1.maven.org/maven2/pl/wavesoftware/gasper/1.0.0/gasper-1.0.0.jar
,pl.wavesoftware,eid-exceptions,2.0.0,2018-12-29 21:09     48315,,https://repo1.maven.org/maven2/pl/wavesoftware/eid-exceptions/2.0.0/eid-exceptions-2.0.0.jar
,pl.wavesoftware,eid-exceptions,1.2.0,2016-03-30 14:28     18632,,https://repo1.maven.org/maven2/pl/wavesoftware/eid-exceptions/1.2.0/eid-exceptions-1.2.0.jar
,pl.wavesoftware,eid-exceptions,1.1.0,2015-11-22 14:28     19157,,https://repo1.maven.org/maven2/pl/wavesoftware/eid-exceptions/1.1.0/eid-exceptions-1.1.0.jar
,pl.wavesoftware,eid-exceptions,1.0.1,2015-10-07 19:47     14801,,https://repo1.maven.org/maven2/pl/wavesoftware/eid-exceptions/1.0.1/eid-exceptions-1.0.1.jar
,pl.wavesoftware,eid-exceptions,1.0.0,2015-07-19 12:37     14548,,https://repo1.maven.org/maven2/pl/wavesoftware/eid-exceptions/1.0.0/eid-exceptions-1.0.0.jar
,pl.wavesoftware,eid-exceptions,0.1.0,2015-07-19 01:10     14347,,https://repo1.maven.org/maven2/pl/wavesoftware/eid-exceptions/0.1.0/eid-exceptions-0.1.0.jar
,pl.unforgiven,superfields,0.18.3-vaadin14,2023-08-11 10:07    301732,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.18.3-vaadin14/superfields-0.18.3-vaadin14.jar
,pl.unforgiven,superfields,0.18.3,2023-06-14 06:50    301392,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.18.3/superfields-0.18.3.jar
,pl.unforgiven,superfields,0.18.2.vaadin14,2023-06-01 06:37    299961,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.18.2.vaadin14/superfields-0.18.2.vaadin14.jar
,pl.unforgiven,superfields,0.18.2,2023-05-25 16:44    299236,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.18.2/superfields-0.18.2.jar
,pl.unforgiven,superfields,0.18.1,2023-03-28 10:32    290509,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.18.1/superfields-0.18.1.jar
,pl.unforgiven,superfields,0.17.0-vaadin14,2023-01-31 19:37    291804,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.17.0-vaadin14/superfields-0.17.0-vaadin14.jar
,pl.unforgiven,superfields,0.17.0,2023-01-31 13:18    287948,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.17.0/superfields-0.17.0.jar
,pl.unforgiven,superfields,0.16.0,2022-11-18 14:30    287654,,https://repo1.maven.org/maven2/pl/unforgiven/superfields/0.16.0/superfields-0.16.0.jar
,pl.unak7.pesel-validator,pesel-validator,1.0.1,2022-12-16 21:35      6260,,https://repo1.maven.org/maven2/pl/unak7/pesel-validator/pesel-validator/1.0.1/pesel-validator-1.0.1.jar
,pl.unak7.pesel-validator,pesel-validator,1.0,2022-12-16 13:21      6268,,https://repo1.maven.org/maven2/pl/unak7/pesel-validator/pesel-validator/1.0/pesel-validator-1.0.jar
,pl.treksoft,r2dbc-e4k,0.8.0,2022-11-27 16:21     70656,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.8.0/r2dbc-e4k-0.8.0.jar
,pl.treksoft,r2dbc-e4k,0.7.0,2022-07-18 15:34     65247,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.7.0/r2dbc-e4k-0.7.0.jar
,pl.treksoft,r2dbc-e4k,0.6.0,2022-01-26 16:33     65823,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.6.0/r2dbc-e4k-0.6.0.jar
,pl.treksoft,r2dbc-e4k,0.5.1,2022-01-25 05:53     65297,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.5.1/r2dbc-e4k-0.5.1.jar
,pl.treksoft,r2dbc-e4k,0.5.0,2022-01-22 07:13     65260,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.5.0/r2dbc-e4k-0.5.0.jar
,pl.treksoft,r2dbc-e4k,0.4.0,2022-01-21 15:07     65022,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.4.0/r2dbc-e4k-0.4.0.jar
,pl.treksoft,r2dbc-e4k,0.3.0,2021-12-12 08:52     64594,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.3.0/r2dbc-e4k-0.3.0.jar
,pl.treksoft,r2dbc-e4k,0.2.0,2021-10-14 07:15     64122,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.2.0/r2dbc-e4k-0.2.0.jar
,pl.treksoft,r2dbc-e4k,0.1.2,2021-08-19 20:52     63554,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.1.2/r2dbc-e4k-0.1.2.jar
,pl.treksoft,r2dbc-e4k,0.1.1,2021-03-24 13:42     66941,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.1.1/r2dbc-e4k-0.1.1.jar
,pl.treksoft,r2dbc-e4k,0.1.0,2021-02-08 10:46     66931,,https://repo1.maven.org/maven2/pl/treksoft/r2dbc-e4k/0.1.0/r2dbc-e4k-0.1.0.jar
,pl.touk,tsc-reload_2.11,0.0.1,2015-10-23 10:12      2268,,https://repo1.maven.org/maven2/pl/touk/tsc-reload_2.11/0.0.1/tsc-reload_2.11-0.0.1.jar
,pl.touk,tsc-reload,0.6.1,2019-02-05 10:54     42808,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.6.1/tsc-reload-0.6.1.jar
,pl.touk,tsc-reload,0.6.0,2018-12-17 16:25     40325,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.6.0/tsc-reload-0.6.0.jar
,pl.touk,tsc-reload,0.5.0,2018-11-06 23:03     36971,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.5.0/tsc-reload-0.5.0.jar
,pl.touk,tsc-reload,0.4.0,2018-07-20 09:10     35754,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.4.0/tsc-reload-0.4.0.jar
,pl.touk,tsc-reload,0.3.0,2016-02-02 09:01     35626,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.3.0/tsc-reload-0.3.0.jar
,pl.touk,tsc-reload,0.2.0,2015-10-24 12:19      9162,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.2.0/tsc-reload-0.2.0.jar
,pl.touk,tsc-reload,0.1.0,2015-10-23 13:47      7495,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.1.0/tsc-reload-0.1.0.jar
,pl.touk,tsc-reload,0.0.2,2015-10-23 10:51      2269,,https://repo1.maven.org/maven2/pl/touk/tsc-reload/0.0.2/tsc-reload-0.0.2.jar
,pl.touk,throwing-function,1.3,2016-03-28 09:09     16369,,https://repo1.maven.org/maven2/pl/touk/throwing-function/1.3/throwing-function-1.3.jar
,pl.touk,throwing-function,1.2.1,2016-02-21 20:44     15293,,https://repo1.maven.org/maven2/pl/touk/throwing-function/1.2.1/throwing-function-1.2.1.jar
,pl.touk,throwing-function,1.2,2016-02-13 07:42     15230,,https://repo1.maven.org/maven2/pl/touk/throwing-function/1.2/throwing-function-1.2.jar
,pl.touk,throwing-function,1.1,2016-02-12 09:56     14584,,https://repo1.maven.org/maven2/pl/touk/throwing-function/1.1/throwing-function-1.1.jar
,pl.touk.sputnik,sputnik,1.1.0,2014-06-19 19:19     93174,,https://repo1.maven.org/maven2/pl/touk/sputnik/sputnik/1.1.0/sputnik-1.1.0.jar
,pl.touk,sputnik,2.8.0,2022-07-19 06:17    243289,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.8.0/sputnik-2.8.0.jar
,pl.touk,sputnik,2.8.0,2022-07-19 06:17 132357183,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.8.0/sputnik-2.8.0-all.jar
,pl.touk,sputnik,2.6.0,2021-01-28 22:01    231550,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.6.0/sputnik-2.6.0.jar
,pl.touk,sputnik,2.6.0,2021-01-28 22:01 119571333,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.6.0/sputnik-2.6.0-all.jar
,pl.touk,sputnik,2.5.2,2021-01-18 19:42    229241,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.5.2/sputnik-2.5.2.jar
,pl.touk,sputnik,2.5.2,2021-01-18 19:42 119569003,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.5.2/sputnik-2.5.2-all.jar
,pl.touk,sputnik,2.5.1,2021-01-18 16:11    229241,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.5.1/sputnik-2.5.1.jar
,pl.touk,sputnik,2.5.1,2021-01-18 16:11  59819040,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.5.1/sputnik-2.5.1-all.jar
,pl.touk,sputnik,2.5.0,2021-01-13 14:26    229239,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.5.0/sputnik-2.5.0.jar
,pl.touk,sputnik,2.3.0,2020-11-12 09:47    229187,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.3.0/sputnik-2.3.0.jar
,pl.touk,sputnik,2.2.3,2020-02-19 07:52    227934,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.2.3/sputnik-2.2.3.jar
,pl.touk,sputnik,2.2.2,2020-01-27 14:24    227527,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.2.2/sputnik-2.2.2.jar
,pl.touk,sputnik,2.2.1,2019-12-10 12:42    227023,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.2.1/sputnik-2.2.1.jar
,pl.touk,sputnik,2.2.0,2019-12-09 08:09    226766,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.2.0/sputnik-2.2.0.jar
,pl.touk,sputnik,2.0.0,2019-06-14 13:51    212438,,https://repo1.maven.org/maven2/pl/touk/sputnik/2.0.0/sputnik-2.0.0.jar
,pl.touk,sputnik,1.9.0,2018-01-04 08:45    223754,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.9.0/sputnik-1.9.0.jar
,pl.touk,sputnik,1.9.0,2018-01-04 08:45  80456375,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.9.0/sputnik-1.9.0-all.jar
,pl.touk,sputnik,1.8.0,2017-09-05 12:30    223646,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.8.0/sputnik-1.8.0.jar
,pl.touk,sputnik,1.8.0,2017-09-05 12:30  77621494,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.8.0/sputnik-1.8.0-all.jar
,pl.touk,sputnik,1.7.5,2016-09-02 10:51    209353,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.5/sputnik-1.7.5.jar
,pl.touk,sputnik,1.7.5,2016-09-02 10:51  49105365,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.5/sputnik-1.7.5-all.jar
,pl.touk,sputnik,1.7.4,2016-06-06 12:40    206738,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.4/sputnik-1.7.4.jar
,pl.touk,sputnik,1.7.4,2016-06-06 12:40  49103181,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.4/sputnik-1.7.4-all.jar
,pl.touk,sputnik,1.7.3,2016-05-11 13:42    196630,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.3/sputnik-1.7.3.jar
,pl.touk,sputnik,1.7.3,2016-05-11 13:42  49093073,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.3/sputnik-1.7.3-all.jar
,pl.touk,sputnik,1.7.2,2016-04-27 07:54    195354,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.2/sputnik-1.7.2.jar
,pl.touk,sputnik,1.7.2,2016-04-27 07:54  49091797,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.2/sputnik-1.7.2-all.jar
,pl.touk,sputnik,1.7.1,2016-04-21 09:00    195347,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.1/sputnik-1.7.1.jar
,pl.touk,sputnik,1.7.1,2016-04-21 09:00  49091787,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.1/sputnik-1.7.1-all.jar
,pl.touk,sputnik,1.7.0,2016-04-07 13:18    184046,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.0/sputnik-1.7.0.jar
,pl.touk,sputnik,1.7.0,2016-04-07 13:18  49080487,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.7.0/sputnik-1.7.0-all.jar
,pl.touk,sputnik,1.6.3,2016-03-23 11:28    172605,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.3/sputnik-1.6.3.jar
,pl.touk,sputnik,1.6.3,2016-03-23 11:28  49758706,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.3/sputnik-1.6.3-all.jar
,pl.touk,sputnik,1.6.2,2016-03-11 13:26    172343,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.2/sputnik-1.6.2.jar
,pl.touk,sputnik,1.6.2,2016-03-11 13:26  49758444,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.2/sputnik-1.6.2-all.jar
,pl.touk,sputnik,1.6.1,2016-03-04 08:51    172307,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.1/sputnik-1.6.1.jar
,pl.touk,sputnik,1.6.1,2016-03-04 08:51  49758405,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.1/sputnik-1.6.1-all.jar
,pl.touk,sputnik,1.6.0,2016-02-17 13:26    163481,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.0/sputnik-1.6.0.jar
,pl.touk,sputnik,1.6.0,2016-02-17 13:26  51496749,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.6.0/sputnik-1.6.0-all.jar
,pl.touk,sputnik,1.5.1,2015-10-09 14:28    142201,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.5.1/sputnik-1.5.1.jar
,pl.touk,sputnik,1.5.0,2015-08-31 13:50    142795,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.5.0/sputnik-1.5.0.jar
,pl.touk,sputnik,1.3.0,2014-10-07 22:13    110199,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.3.0/sputnik-1.3.0.jar
,pl.touk,sputnik,1.2.0,2014-07-04 19:01    105196,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.2.0/sputnik-1.2.0.jar
,pl.touk,sputnik,1.10.1,2018-03-21 10:49    224074,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.10.1/sputnik-1.10.1.jar
,pl.touk,sputnik,1.10.1,2018-03-21 10:49  80770316,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.10.1/sputnik-1.10.1-all.jar
,pl.touk,sputnik,1.10.0,2018-01-08 09:04    223746,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.10.0/sputnik-1.10.0.jar
,pl.touk,sputnik,1.10.0,2018-01-08 09:04  80638596,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.10.0/sputnik-1.10.0-all.jar
,pl.touk,sputnik,1.1.0,2014-06-19 19:24     93174,,https://repo1.maven.org/maven2/pl/touk/sputnik/1.1.0/sputnik-1.1.0.jar
,pl.touk.pscheduler,pscheduler-slick-store_2.11,0.4.0,2016-02-01 15:28     25173,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-slick-store_2.11/0.4.0/pscheduler-slick-store_2.11-0.4.0.jar
,pl.touk.pscheduler,pscheduler-slick-store_2.11,0.3.0,2016-01-19 16:25     24858,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-slick-store_2.11/0.3.0/pscheduler-slick-store_2.11-0.3.0.jar
,pl.touk.pscheduler,pscheduler-slick-store_2.11,0.2.0,2016-01-08 10:57     24874,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-slick-store_2.11/0.2.0/pscheduler-slick-store_2.11-0.2.0.jar
,pl.touk.pscheduler,pscheduler-slick-store_2.11,0.1.0,2015-11-26 16:04     24872,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-slick-store_2.11/0.1.0/pscheduler-slick-store_2.11-0.1.0.jar
,pl.touk.pscheduler,pscheduler-core_2.11,0.4.0,2016-02-01 15:28     59261,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-core_2.11/0.4.0/pscheduler-core_2.11-0.4.0.jar
,pl.touk.pscheduler,pscheduler-core_2.11,0.3.0,2016-01-19 16:25     58038,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-core_2.11/0.3.0/pscheduler-core_2.11-0.3.0.jar
,pl.touk.pscheduler,pscheduler-core_2.11,0.2.0,2016-01-08 10:57     58038,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-core_2.11/0.2.0/pscheduler-core_2.11-0.2.0.jar
,pl.touk.pscheduler,pscheduler-core_2.11,0.1.0,2015-11-26 16:05     42799,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-core_2.11/0.1.0/pscheduler-core_2.11-0.1.0.jar
,pl.touk.pscheduler,pscheduler-akka_2.11,0.4.0,2016-02-01 15:28     11819,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-akka_2.11/0.4.0/pscheduler-akka_2.11-0.4.0.jar
,pl.touk.pscheduler,pscheduler-akka_2.11,0.3.0,2016-01-19 16:25     11823,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-akka_2.11/0.3.0/pscheduler-akka_2.11-0.3.0.jar
,pl.touk.pscheduler,pscheduler-akka_2.11,0.2.0,2016-01-08 10:57     11822,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-akka_2.11/0.2.0/pscheduler-akka_2.11-0.2.0.jar
,pl.touk.pscheduler,pscheduler-akka_2.11,0.1.0,2015-11-26 16:05     11728,,https://repo1.maven.org/maven2/pl/touk/pscheduler/pscheduler-akka_2.11/0.1.0/pscheduler-akka_2.11-0.1.0.jar
